JD,flux,obs
 2428479.4799999999813735,      1.0000000,Plates
 2428483.6379999998025596,      0.7870456,Plates
 2428487.3849999997764826,      1.0568167,Plates
 2428494.4959999998100102,      0.8629773,Plates
 2428511.3429999998770654,      0.5152285,Plates
 2428517.5780000002123415,      0.8241379,Plates
 2428520.5860000001266599,      0.8241379,Plates
 2428531.5099999997764826,      1.8706814,Plates
 2428539.3489999999292195,      1.0864251,Plates
 2428543.3289999999105930,      0.7447315,Plates
 2428545.2779999999329448,      0.8629773,Plates
 2428547.2570000002160668,      1.0000000,Plates
 2428557.5060000000521541,      1.0000000,Plates
 2428722.5049999998882413,      2.4434333,Plates
 2428750.5049999998882413,      1.1587790,Plates
 2428752.5139999999664724,      0.9549937,Plates
 2428753.5759999998845160,      1.1587790,Plates
 2428754.4279999998398125,      0.6486349,Plates
 2428757.4640000001527369,      1.2473854,Plates
 2428760.8780000000260770,      1.1587790,Plates
 2428777.8229999998584390,      1.3427658,Plates
 2428778.5180000001564622,      1.2941972,Plates
 2428780.8070000000298023,      0.9549937,Plates
 2428780.8549999999813735,      0.7870465,Plates
 2428781.4870000001974404,      0.7177950,Plates
 2428782.7870000000111759,      1.1587790,Plates
 2428783.5440000002272427,      0.6486349,Plates
 2428784.5509999999776483,      0.9289672,Plates
 2428811.6719999997876585,      0.5970360,Plates
 2428813.3820000002160668,      1.2246170,Plates
 2428814.7239999999292195,      0.3372876,Plates
 2428818.6860000002197921,      0.9549937,Plates
 2428832.6359999999403954,      0.7870465,Plates
 2428832.6600000001490116,      0.7870465,Plates
 2428834.3879999998025596,      1.0000000,Plates
 2428835.4769999999552965,      0.9549937,Plates
 2428839.6469999998807907,      0.7870465,Plates
 2428841.6030000001192093,      0.6486349,Plates
 2428842.6099999998696148,      0.8629792,Plates
 2428849.4900000002235174,      0.9036502,Plates
 2428863.3379999999888241,      1.0280176,Plates
 2428865.3760000001639128,      1.1587790,Plates
 2428868.5370000000111759,      0.9549937,Plates
 2428868.5699999998323619,      1.3427658,Plates
 2428868.5740000000223517,      0.9549937,Plates
 2428870.3689999999478459,      1.4588161,Plates
 2428871.5540000000037253,      1.3427658,Plates
 2428872.5019999998621643,      1.3427658,Plates
 2428873.5580000001937151,      1.1587790,Plates
 2428894.5169999999925494,      1.5417012,Plates
 2428895.5580000001937151,      1.3427658,Plates
 2428931.5249999999068677,      1.1587790,Plates
 2429108.5219999998807907,      0.4698935,Plates
 2429110.5570000000298023,      0.5597572,Plates
 2429112.5240000002086163,      1.0000000,Plates
 2429139.8080000001937151,      0.8241379,Plates
 2429143.5299999997951090,      0.8629773,Plates
 2429162.5449999999254942,      1.0000000,Plates
 2429163.4959999998100102,      1.0000000,Plates
 2429167.5139999999664724,      1.1587764,Plates
 2429168.4799999999813735,      0.9204491,Plates
 2429173.6929999999701977,      1.1587764,Plates
 2429173.7400000002235174,      1.1587764,Plates
 2429187.6419999999925494,      1.1587764,Plates
 2429194.4350000000558794,      0.8016776,Plates
 2429196.7790000000968575,      1.1587764,Plates
 2429197.6329999999143183,      1.1587764,Plates
 2429197.6740000001154840,      1.1587764,Plates
 2429197.6880000000819564,      1.0000000,Plates
 2429203.5929999998770654,      1.1587764,Plates
 2429216.3519999999552965,      0.8241379,Plates
 2429217.6179999997839332,      1.3304532,Plates
 2429219.6310000000521541,      1.6749408,Plates
 2429219.6469999998807907,      0.8241379,Plates
 2429220.5860000001266599,      1.0000000,Plates
 2429224.5600000000558794,      0.5597572,Plates
 2429224.5989999999292195,      0.5597572,Plates
 2429228.6450000000186265,      1.0000000,Plates
 2429231.4559999997727573,      0.4698935,Plates
 2429243.2579999999143183,      0.5597572,Plates
 2429245.5370000000111759,      0.8241379,Plates
 2429248.4900000002235174,      1.1587764,Plates
 2429248.5380000001750886,      1.1587764,Plates
 2429248.5890000001527369,      0.8241379,Plates
 2429250.3190000001341105,      1.0471272,Plates
 2429258.4739999999292195,      1.6749408,Plates
 2429261.4950000001117587,      1.1587764,Plates
 2429261.5400000000372529,      1.3304532,Plates
 2429263.5260000000707805,      1.0000000,Plates
 2429273.5120000001043081,      0.6792033,Plates
 2429274.5090000000782311,      0.6792033,Plates
 2429290.5120000001043081,      1.6749408,Plates
 2429460.8080000001937151,      1.0000000,Plates
 2429462.8190000001341105,      0.5701637,Plates
 2429488.8280000002123415,      1.4060469,Plates
 2429489.4360000002197921,      1.0764654,Plates
 2429493.3679999997839332,      1.2133892,Plates
 2429493.5000000000000000,      0.9638295,Plates
 2429494.5329999998211861,      1.2133892,Plates
 2429495.5309999999590218,      1.2133892,Plates
 2429496.5920000001788139,      1.4859354,Plates
 2429497.4900000002235174,      1.3061714,Plates
 2429498.8020000001415610,      1.0000000,Plates
 2429498.8220000001601875,      1.0000000,Plates
 2429498.8330000001005828,      0.9036492,Plates
 2429500.5240000002086163,      1.0764654,Plates
 2429514.4029999999329448,      0.9204491,Plates
 2429515.5189999998547137,      0.8090959,Plates
 2429516.4950000001117587,      1.1168630,Plates
 2429518.7409999999217689,      1.0000000,Plates
 2429521.7809999999590218,      1.0000000,Plates
 2429522.7420000000856817,      1.2133892,Plates
 2429522.7829999998211861,      1.0000000,Plates
 2429523.7370000001974404,      1.0000000,Plates
 2429523.7790000000968575,      2.0323551,Plates
 2429524.8369999998249114,      1.4060469,Plates
 2429526.7170000001788139,      1.2133892,Plates
 2429529.8569999998435378,      0.8241379,Plates
 2429531.6080000000074506,      0.9375612,Plates
 2429541.7250000000931323,      1.4060469,Plates
 2429542.7409999999217689,      0.6251727,Plates
 2429543.7700000000186265,      1.0000000,Plates
 2429550.7340000001713634,      1.4060469,Plates
 2429551.6639999998733401,      1.0000000,Plates
 2429551.7050000000745058,      1.4060469,Plates
 2429552.7000000001862645,      1.0000000,Plates
 2429553.7220000000670552,      1.2133892,Plates
 2429554.7020000000484288,      0.6251727,Plates
 2429557.6499999999068677,      1.0000000,Plates
 2429557.7170000001788139,      1.0000000,Plates
 2429559.6389999999664724,      1.2133892,Plates
 2429559.6719999997876585,      1.4060469,Plates
 2429560.7400000002235174,      1.0000000,Plates
 2429561.6630000001750886,      1.4060469,Plates
 2429569.6129999998956919,      0.8241379,Plates
 2429569.6540000000968575,      1.0000000,Plates
 2429569.7000000001862645,      1.2133892,Plates
 2429570.6820000000298023,      0.7870457,Plates
 2429570.7379999998956919,      1.0000000,Plates
 2429571.6090000001713634,      0.6792033,Plates
 2429571.6490000002086163,      0.7870457,Plates
 2429571.6839999998919666,      0.8241379,Plates
 2429572.5740000000223517,      1.2133892,Plates
 2429574.2570000002160668,      1.0568167,Plates
 2429575.4860000000335276,      0.8472273,Plates
 2429575.6400000001303852,      0.8241379,Plates
 2429577.5890000001527369,      1.0000000,Plates
 2429577.6320000002160668,      1.0000000,Plates
 2429579.3790000001899898,      1.0000000,Plates
 2429579.5639999997802079,      0.8241379,Plates
 2429583.5770000000484288,      1.0000000,Plates
 2429583.6159999999217689,      0.8241379,Plates
 2429583.6209999998100102,      1.5416994,Plates
 2429584.6209999998100102,      1.2133892,Plates
 2429585.6080000000074506,      1.2133892,Plates
 2429594.5830000001005828,      0.7516227,Plates
 2429596.5359999998472631,      0.8241379,Plates
 2429596.5740000000223517,      1.2133892,Plates
 2429602.5520000001415610,      0.8241379,Plates
 2429604.5109999999403954,      1.0000000,Plates
 2429604.5550000001676381,      0.9036492,Plates
 2429605.5240000002086163,      0.8241379,Plates
 2429607.5030000000260770,      0.9036492,Plates
 2429610.5260000000707805,      1.4060469,Plates
 2429613.5000000000000000,      1.0000000,Plates
 2429613.5350000001490116,      1.0000000,Plates
 2429613.5740000000223517,      1.0000000,Plates
 2429626.4599999999627471,      2.2698646,Plates
 2429626.5000000000000000,      1.0000000,Plates
 2429627.2719999998807907,      1.0000000,Plates
 2429628.5150000001303852,      1.2133892,Plates
 2429631.3950000000186265,      1.2133892,Plates
 2429633.3470000000670552,      0.8090959,Plates
 2429633.4780000001192093,      1.4060469,Plates
 2429633.5269999997690320,      1.2133892,Plates
 2429634.3620000001974404,      1.2133892,Plates
 2429635.3659999999217689,      1.2133892,Plates
 2429635.5030000000260770,      1.4060469,Plates
 2429638.5169999999925494,      1.0000000,Plates
 2429639.2700000000186265,      1.6143575,Plates
 2429640.2659999998286366,      1.0000000,Plates
 2429641.3289999999105930,      1.6143575,Plates
 2429642.2650000001303852,      1.2133892,Plates
 2429845.4909999999217689,      0.9289672,Plates
 2429845.8220000001601875,      0.8629792,Plates
 2429846.5559999998658895,      0.7112139,Plates
 2429846.8100000000558794,      0.4830588,Plates
 2429847.5079999999143183,      0.8629792,Plates
 2429850.8209999999962747,      0.7112139,Plates
 2429850.8399999998509884,      1.4454391,Plates
 2429865.7990000001154840,      1.0000000,Plates
 2429865.8450000002048910,      1.4454391,Plates
 2429870.7859999998472631,      0.7112139,Plates
 2429870.8280000002123415,      0.7112139,Plates
 2429872.5290000000968575,      0.5597578,Plates
 2429876.7700000000186265,      1.4454391,Plates
 2429876.8599999998696148,      0.7112139,Plates
 2429877.5419999998994172,      0.6854889,Plates
 2429877.8149999999441206,      1.4454391,Plates
 2429879.5290000000968575,      0.7112139,Plates
 2429879.5669999998062849,      0.8629792,Plates
 2429886.7459999998100102,      1.4454391,Plates
 2429886.7880000001750886,      1.4454391,Plates
 2429898.7129999999888241,      1.0000000,Plates
 2429898.7579999999143183,      0.7112139,Plates
 2429901.7069999999366701,      1.1481534,Plates
 2429903.4849999998696148,      1.0000000,Plates
 2429903.5159999998286366,      0.7943285,Plates
 2429906.3530000001192093,      0.8629792,Plates
 2429910.6179999997839332,      0.7112139,Plates
 2429910.7200000002048910,      0.5861383,Plates
 2429912.7949999999254942,      0.8629792,Plates
 2429913.6940000001341105,      1.1481534,Plates
 2429913.7129999999888241,      1.0000000,Plates
 2429917.6600000001490116,      1.0000000,Plates
 2429921.6480000000447035,      1.4454391,Plates
 2429921.6910000001080334,      1.8197018,Plates
 2429924.7239999999292195,      0.4446315,Plates
 2429930.6899999999441206,      1.0000000,Plates
 2429932.8179999999701977,      1.4454391,Plates
 2429940.6030000001192093,      1.0000000,Plates
 2429940.6400000001303852,      1.1481534,Plates
 2429942.6170000000856817,      1.0000000,Plates
 2429953.5589999998919666,      1.6143591,Plates
 2429953.6019999999552965,      1.0000000,Plates
 2429955.5679999999701977,      1.0000000,Plates
 2429956.5520000001415610,      1.0000000,Plates
 2429956.5929999998770654,      1.0000000,Plates
 2429957.4410000001080334,      1.0964780,Plates
 2429965.2330000000074506,      0.7943285,Plates
 2429965.5260000000707805,      0.8629792,Plates
 2429965.5699999998323619,      0.8629792,Plates
 2429967.5580000001937151,      1.0000000,Plates
 2429983.4750000000931323,      0.7112139,Plates
 2429983.5180000001564622,      1.1481534,Plates
 2429984.3020000001415610,      0.7943285,Plates
 2429985.2919999998994172,      0.7311396,Plates
 2429988.4610000001266599,      0.7112139,Plates
 2429988.5099999997764826,      0.7112139,Plates
 2429988.5210000001825392,      1.0000000,Plates
 2429996.5120000001043081,      1.4454391,Plates
 2430041.5329999998211861,      0.5861383,Plates
 2430200.5400000000372529,      0.4446315,Plates
 2430201.5380000001750886,      0.7244369,Plates
 2430209.5389999998733401,      0.9638294,Plates
 2430209.5389999998733401,      0.6918312,Plates
 2430224.3670000000856817,      0.6546361,Plates
 2430224.4989999998360872,      1.0764654,Plates
 2430228.4939999999478459,      0.6426885,Plates
 2430234.3719999999739230,      0.9817492,Plates
 2430234.4900000002235174,      1.1066253,Plates
 2430234.7439999999478459,      0.9120119,Plates
 2430240.6030000001192093,      1.2133890,Plates
 2430250.7850000001490116,      0.7516235,Plates
 2430250.8280000002123415,      1.5275658,Plates
 2430251.8050000001676381,      1.4859370,Plates
 2430252.7609999999403954,      1.5275658,Plates
 2430253.4649999998509884,      0.9120119,Plates
 2430254.3849999997764826,      1.1587776,Plates
 2430254.8390000001527369,      1.0568179,Plates
 2430257.5490000001154840,      0.8090967,Plates
 2430257.5740000000223517,      1.2133890,Plates
 2430257.7119999998249114,      0.7516235,Plates
 2430258.4470000001601875,      1.0000000,Plates
 2430258.7429999997839332,      0.7516235,Plates
 2430259.4860000000335276,      1.1587776,Plates
 2430259.5400000000372529,      1.0568179,Plates
 2430259.7829999998211861,      1.1587776,Plates
 2430260.7510000001639128,      1.0568179,Plates
 2430261.4679999998770654,      0.9120119,Plates
 2430261.4980000001378357,      1.0568179,Plates
 2430261.5260000000707805,      1.2133890,Plates
 2430263.5669999998062849,      0.6546361,Plates
 2430263.5699999998323619,      0.7244369,Plates
 2430264.4500000001862645,      0.9120119,Plates
 2430265.7650000001303852,      1.0568179,Plates
 2430266.5159999998286366,      1.0000000,Plates
 2430267.5299999997951090,      0.9120119,Plates
 2430267.7779999999329448,      1.2133890,Plates
 2430278.6889999997802079,      1.0568179,Plates
 2430279.7710000001825392,      1.5275658,Plates
 2430280.3590000001713634,      0.9817492,Plates
 2430280.3820000002160668,      0.9120119,Plates
 2430280.7280000001192093,      1.2133890,Plates
 2430281.6690000002272427,      0.9120119,Plates
 2430284.6280000000260770,      1.1587776,Plates
 2430285.6260000001639128,      0.9120119,Plates
 2430285.7299999999813735,      1.1587776,Plates
 2430287.6320000002160668,      1.1587776,Plates
 2430288.6349999997764826,      1.0568179,Plates
 2430289.5570000000298023,      1.1587776,Plates
 2430291.5770000000484288,      1.7060837,Plates
 2430292.6170000000856817,      0.7177950,Plates
 2430296.6009999997913837,      1.0568179,Plates
 2430313.4160000002011657,      1.0568179,Plates
 2430316.6269999998621643,      1.0568179,Plates
 2430318.6370000001043081,      1.0568179,Plates
 2430319.3270000000484288,      0.9120119,Plates
 2430321.3270000000484288,      1.1271975,Plates
 2430323.5370000000111759,      1.2133890,Plates
 2430324.5350000001490116,      1.0568179,Plates
 2430335.5329999998211861,      1.1587776,Plates
 2430336.5770000000484288,      1.0568179,Plates
 2430336.5940000000409782,      1.7060837,Plates
 2430336.6579999998211861,      0.9120119,Plates
 2430337.5139999999664724,      1.2133890,Plates
 2430339.4980000001378357,      0.7516235,Plates
 2430365.5410000002011657,      1.0568179,Plates
 2430365.5899999998509884,      0.7177950,Plates
 2430366.2700000000186265,      0.9120119,Plates
 2430367.2250000000931323,      0.9120119,Plates
 2430368.2360000000335276,      0.9120119,Plates
 2430368.3379999999888241,      0.6081355,Plates
